time,count
2013-04-12 19,63616
2013-04-12 20,64526
2013-04-12 21,64367
2013-04-12 22,63113
2013-04-12 23,58784
2013-04-13 00,54988
2013-04-13 01,51766
2013-04-13 02,49585
2013-04-13 03,49240
2013-04-13 04,48740
2013-04-13 05,47049
2013-04-13 06,44195
2013-04-13 07,39845
2013-04-13 08,31904
2013-04-13 09,25766
2013-04-13 10,21022
2013-04-13 11,17728
2013-04-13 12,16695
2013-04-13 13,17806
2013-04-13 14,22514
2013-04-13 15,29075
2013-04-13 16,36363
2013-04-13 17,42879
2013-04-13 18,47397
2013-04-13 19,49976
2013-04-13 20,51763
2013-04-13 21,49737
2013-04-13 22,49231
2013-04-13 23,48580
2013-04-14 00,49255
2013-04-14 01,48101
2013-04-14 02,48201
2013-04-14 03,49714
2013-04-14 04,49409
2013-04-14 05,48001
2013-04-14 06,44334
2013-04-14 07,38764
2013-04-14 08,32522
2013-04-14 09,28155
2013-04-14 10,22941
2013-04-14 11,19381
2013-04-14 12,18444
2013-04-14 13,19275
2013-04-14 14,22671
2013-04-14 15,28863
2013-04-14 16,37205
2013-04-14 17,46470
2013-04-14 18,51483
2013-04-14 19,53569
2013-04-14 20,54097
2013-04-14 21,54286
2013-04-14 22,55343
2013-04-14 23,55010
2013-04-15 00,53860
2013-04-15 01,52191
2013-04-15 02,52783
2013-04-15 03,54471
2013-04-15 04,57369
2013-04-15 05,55574
2013-04-15 06,51364
2013-04-15 07,44249
2013-04-15 08,35429
2013-04-15 09,27447
2013-04-15 10,22075
2013-04-15 11,19421
2013-04-15 12,20052
2013-04-15 13,24484
2013-04-15 14,30808
2013-04-15 15,39383
2013-04-15 16,49311
2013-04-15 17,57253
2013-04-15 18,61117
2013-04-15 19,62684
2013-04-15 20,63973
2013-04-15 21,66708
2013-04-15 22,61605
2013-04-15 23,57771
2013-04-16 00,59256
2013-04-16 01,59581
2013-04-16 02,61905
2013-04-16 03,62783
2013-04-16 04,63304
2013-04-16 05,59864
2013-04-16 06,52596
2013-04-16 07,44005
2013-04-16 08,33480
2013-04-16 09,26322
2013-04-16 10,21030
2013-04-16 11,18309
2013-04-16 12,18907
2013-04-16 13,23491
2013-04-16 14,31001
2013-04-16 15,40799
2013-04-16 16,51364
2013-04-16 17,58777
2013-04-16 18,62197
2013-04-16 19,62398
2013-04-16 20,63431
2013-04-16 21,65763
2013-04-16 22,68106
2013-04-16 23,65483
2013-04-17 00,61051
2013-04-17 01,59106
2013-04-17 02,58874
2013-04-17 03,62495
2013-04-17 04,63821
2013-04-17 05,60556
2013-04-17 06,52753
2013-04-17 07,44850
2013-04-17 08,35575
2013-04-17 09,27371
2013-04-17 10,21586
2013-04-17 11,19526
2013-04-17 12,20564
2013-04-17 13,25528
2013-04-17 14,34076
2013-04-17 15,43654
2013-04-17 16,53394
2013-04-17 17,59952
2013-04-17 18,63980
2013-04-17 19,65609
2013-04-17 20,67076
2013-04-17 21,67978
2013-04-17 22,68656
2013-04-17 23,65769
2013-04-18 00,62790
2013-04-18 01,60817
2013-04-18 02,60748
2013-04-18 03,61278
2013-04-18 04,62870
2013-04-18 05,60506
2013-04-18 06,53841
2013-04-18 07,45393
2013-04-18 08,35117
2013-04-18 09,26793
2013-04-18 10,21128
2013-04-18 11,17699
2013-04-18 12,18477
2013-04-18 13,22343
2013-04-18 14,30236
2013-04-18 15,40734
2013-04-18 16,51041
2013-04-18 17,59295
2013-04-18 18,63108
2013-04-18 19,66541
2013-04-18 20,68020
2013-04-18 21,67186
2013-04-18 22,68593
2013-04-18 23,67895
2013-04-19 00,65584
2013-04-19 01,62519
2013-04-19 02,62571
2013-04-19 03,62279
2013-04-19 04,61484
2013-04-19 05,60603
2013-04-19 06,55012
2013-04-19 07,47593
2013-04-19 08,42350
2013-04-19 09,39817
2013-04-19 10,34326
2013-04-19 11,15849
2013-04-19 12,4425
2013-04-19 13,10349
2013-04-19 14,25902
2013-04-19 15,32542
2013-04-19 16,38702
2013-04-19 17,44529
2013-04-19 18,56326
2013-04-19 19,61365
2013-04-19 20,65581
2013-04-19 21,63820
2013-04-19 22,63901
2013-04-19 23,59281
2013-04-20 00,56372
2013-04-20 01,54884
2013-04-20 02,51354
2013-04-20 03,50950
2013-04-20 04,52551
2013-04-20 05,48246
2013-04-20 06,43942
2013-04-20 07,38418
2013-04-20 08,31310
2013-04-20 09,24544
2013-04-20 10,20138
2013-04-20 11,16973
2013-04-20 12,16122
2013-04-20 13,18328
2013-04-20 14,21435
2013-04-20 15,29500
2013-04-20 16,38690
2013-04-20 17,45905
2013-04-20 18,49014
2013-04-20 19,50253
2013-04-20 20,48816
2013-04-20 21,47712
2013-04-20 22,45402
2013-04-20 23,46083
2013-04-21 00,46421
2013-04-21 01,46956
2013-04-21 02,46405
2013-04-21 03,47392
2013-04-21 04,47482
2013-04-21 05,46140
2013-04-21 06,43691
2013-04-21 07,38081
2013-04-21 08,32476
2013-04-21 09,26770
2013-04-21 10,21730
2013-04-21 11,18194
2013-04-21 12,17062
2013-04-21 13,18481
2013-04-21 14,22720
2013-04-21 15,29099
2013-04-21 16,38460
2013-04-21 17,44451
2013-04-21 18,50037
2013-04-21 19,52668
2013-04-21 20,53329
2013-04-21 21,55026
2013-04-21 22,55775
2013-04-21 23,55374
2013-04-22 00,53476
2013-04-22 01,52975
2013-04-22 02,55113
2013-04-22 03,57167
2013-04-22 04,59822
2013-04-22 05,58433
2013-04-22 06,51097
2013-04-22 07,43759
2013-04-22 08,35322
2013-04-22 09,27175
2013-04-22 10,21155
2013-04-22 11,18506
2013-04-22 12,19464
2013-04-22 13,22967
2013-04-22 14,29636
2013-04-22 15,39292
2013-04-22 16,49226
2013-04-22 17,56294
2013-04-22 18,59422
2013-04-22 19,59323
2013-04-22 20,60897
2013-04-22 21,62104
2013-04-22 22,64590
2013-04-22 23,62219
2013-04-23 00,59035
2013-04-23 01,58995
2013-04-23 02,59896
2013-04-23 03,60290
2013-04-23 04,62110
2013-04-23 05,56793
2013-04-23 06,50628
2013-04-23 07,43522
2013-04-23 08,34792
2013-04-23 09,26626
2013-04-23 10,22042
2013-04-23 11,19424
2013-04-23 12,20120
2013-04-23 13,24608
2013-04-23 14,32860
2013-04-23 15,43445
2013-04-23 16,53482
2013-04-23 17,60929
2013-04-23 18,65066
2013-04-23 19,64788
2013-04-23 20,64673
2013-04-23 21,67755
2013-04-23 22,69171
2013-04-23 23,64041
2013-04-24 00,60179
2013-04-24 01,59207
2013-04-24 02,60432
2013-04-24 03,62616
2013-04-24 04,62520
2013-04-24 05,60747
2013-04-24 06,54554
2013-04-24 07,46183
2013-04-24 08,35231
2013-04-24 09,26990
2013-04-24 10,21153
2013-04-24 11,18687
2013-04-24 12,19451
2013-04-24 13,24105
2013-04-24 14,32392
2013-04-24 15,43248
2013-04-24 16,52785
2013-04-24 17,59699
2013-04-24 18,61602
2013-04-24 19,63050
2013-04-24 20,65326
2013-04-24 21,69252
2013-04-24 22,68803
2013-04-24 23,67329
2013-04-25 00,61617
2013-04-25 01,58691
2013-04-25 02,58407
2013-04-25 03,61631
2013-04-25 04,61818
2013-04-25 05,58180
2013-04-25 06,52022
2013-04-25 07,43269
2013-04-25 08,34808
2013-04-25 09,26594
2013-04-25 10,21691
2013-04-25 11,19213
2013-04-25 12,19986
2013-04-25 13,24877
2013-04-25 14,32449
2013-04-25 15,43799
2013-04-25 16,52989
2013-04-25 17,60664
2013-04-25 18,62915
2013-04-25 19,65372
2013-04-25 20,65744
2013-04-25 21,65986
2013-04-25 22,67535
2013-04-25 23,63611
2013-04-26 00,59300
2013-04-26 01,57410
2013-04-26 02,60671
2013-04-26 03,63020
2013-04-26 04,65162
2013-04-26 05,62455
2013-04-26 06,52363
2013-04-26 07,42114
2013-04-26 08,33121
2013-04-26 09,27288
2013-04-26 10,22010
2013-04-26 11,18859
2013-04-26 12,19507
2013-04-26 13,24034
2013-04-26 14,31718
2013-04-26 15,43093
2013-04-26 16,53877
2013-04-26 17,63024
2013-04-26 18,67255
2013-04-26 19,65543
2013-04-26 20,63862
2013-04-26 21,61680
2013-04-26 22,60179
2013-04-26 23,57054
2013-04-27 00,52930
2013-04-27 01,53665
2013-04-27 02,52001
2013-04-27 03,51363
2013-04-27 04,50223
2013-04-27 05,47850
2013-04-27 06,45394
2013-04-27 07,39026
2013-04-27 08,31263
2013-04-27 09,25329
2013-04-27 10,20663
2013-04-27 11,17947
2013-04-27 12,16705
2013-04-27 13,18334
2013-04-27 14,22618
2013-04-27 15,29894
2013-04-27 16,37300
2013-04-27 17,42642
2013-04-27 18,47628
2013-04-27 19,49039
2013-04-27 20,49694
2013-04-27 21,48319
2013-04-27 22,48609
2013-04-27 23,48502
2013-04-28 00,48106
2013-04-28 01,47938
2013-04-28 02,45555
2013-04-28 03,47211
2013-04-28 04,47798
2013-04-28 05,46846
2013-04-28 06,45462
2013-04-28 07,38005
2013-04-28 08,31814
2013-04-28 09,26412
2013-04-28 10,21613
2013-04-28 11,18794
2013-04-28 12,18026
2013-04-28 13,19478
2013-04-28 14,22909
2013-04-28 15,29204
2013-04-28 16,36208
2013-04-28 17,44040
2013-04-28 18,47549
2013-04-28 19,50233
2013-04-28 20,51304
2013-04-28 21,53508
2013-04-28 22,53467
2013-04-28 23,53024
2013-04-29 00,52080
2013-04-29 01,53172
2013-04-29 02,54602
2013-04-29 03,58466
2013-04-29 04,61593
2013-04-29 05,60011
2013-04-29 06,52351
2013-04-29 07,43945
2013-04-29 08,34836
2013-04-29 09,27333
2013-04-29 10,22038
2013-04-29 11,19179
2013-04-29 12,20064
2013-04-29 13,24314
2013-04-29 14,30967
2013-04-29 15,39782
2013-04-29 16,49659
2013-04-29 17,56406
2013-04-29 18,60604
2013-04-29 19,62097
2013-04-29 20,62144
2013-04-29 21,63052
2013-04-29 22,64084
2013-04-29 23,62511
2013-04-30 00,60233
2013-04-30 01,58995
2013-04-30 02,58960
2013-04-30 03,60616
2013-04-30 04,61174
2013-04-30 05,58832
2013-04-30 06,54036
2013-04-30 07,43798
2013-04-30 08,34848
2013-04-30 09,27849
2013-04-30 10,22286
2013-04-30 11,19087
2013-04-30 12,19773
2013-04-30 13,24041
2013-04-30 14,31543
2013-04-30 15,41259
2013-04-30 16,50710
2013-04-30 17,58629
2013-04-30 18,60925
2013-04-30 19,62129
2013-04-30 20,63608
2013-04-30 21,65122
2013-04-30 22,66619
2013-04-30 23,62992
2013-05-01 00,59486
2013-05-01 01,57796
time,count
2013-05-01 02,60054
2013-05-01 03,60710
2013-05-01 04,63595
2013-05-01 05,61957
2013-05-01 06,54065
2013-05-01 07,43366
2013-05-01 08,32657
2013-05-01 09,26337
2013-05-01 10,20820
2013-05-01 11,18089
2013-05-01 12,18527
2013-05-01 13,23113
2013-05-01 14,30772
2013-05-01 15,40456
2013-05-01 16,50544
2013-05-01 17,59160
2013-05-01 18,61945
2013-05-01 19,64518
2013-05-01 20,67576
2013-05-01 21,68200
2013-05-01 22,67260
2013-05-01 23,62574
2013-05-02 00,57189
2013-05-02 01,56121
2013-05-02 02,55978
2013-05-02 03,58747
2013-05-02 04,59027
2013-05-02 05,58010
2013-05-02 06,52178
2013-05-02 07,42934
2013-05-02 08,33402
2013-05-02 09,26385
2013-05-02 10,21420
2013-05-02 11,18856
2013-05-02 12,19535
2013-05-02 13,23910
2013-05-02 14,31888
2013-05-02 15,42872
2013-05-02 16,48601
2013-05-02 17,57731
2013-05-02 18,59439
2013-05-02 19,60134
2013-05-02 20,61912
2013-05-02 21,61834
2013-05-02 22,63875
2013-05-02 23,59907
2013-05-03 00,56532
2013-05-03 01,56132
2013-05-03 02,55350
2013-05-03 03,55684
2013-05-03 04,57505
2013-05-03 05,56370
2013-05-03 06,52261
2013-05-03 07,44052
2013-05-03 08,34296
2013-05-03 09,26386
2013-05-03 10,21684
2013-05-03 11,18655
2013-05-03 12,19679
2013-05-03 13,23606
2013-05-03 14,31458
2013-05-03 15,41293
2013-05-03 16,50747
2013-05-03 17,56289
2013-05-03 18,59967
2013-05-03 19,59928
2013-05-03 20,59898
2013-05-03 21,59197
2013-05-03 22,59421
2013-05-03 23,54727
2013-05-04 00,49364
2013-05-04 01,47724
2013-05-04 02,45456
2013-05-04 03,46444
2013-05-04 04,45923
2013-05-04 05,46230
2013-05-04 06,43012
2013-05-04 07,35909
2013-05-04 08,30417
2013-05-04 09,25526
2013-05-04 10,21154
2013-05-04 11,17749
2013-05-04 12,16459
2013-05-04 13,18082
2013-05-04 14,21171
2013-05-04 15,29581
2013-05-04 16,36862
2013-05-04 17,43839
2013-05-04 18,47301
2013-05-04 19,47528
2013-05-04 20,47378
2013-05-04 21,46448
2013-05-04 22,45678
2013-05-04 23,44789
2013-05-05 00,43998
2013-05-05 01,43101
2013-05-05 02,44187
2013-05-05 03,47189
2013-05-05 04,47391
2013-05-05 05,46634
2013-05-05 06,45083
2013-05-05 07,39496
2013-05-05 08,33866
2013-05-05 09,27850
2013-05-05 10,22863
2013-05-05 11,19427
2013-05-05 12,17705
2013-05-05 13,18917
2013-05-05 14,22804
2013-05-05 15,28780
2013-05-05 16,36997
2013-05-05 17,43268
2013-05-05 18,50211
2013-05-05 19,51635
2013-05-05 20,52193
2013-05-05 21,53972
2013-05-05 22,52983
2013-05-05 23,52597
2013-05-06 00,51576
2013-05-06 01,51445
2013-05-06 02,54645
2013-05-06 03,56068
2013-05-06 04,57271
2013-05-06 05,55365
2013-05-06 06,50680
2013-05-06 07,42397
2013-05-06 08,32858
2013-05-06 09,26336
2013-05-06 10,21079
2013-05-06 11,18343
2013-05-06 12,18939
2013-05-06 13,23476
2013-05-06 14,29560
2013-05-06 15,38316
2013-05-06 16,47065
2013-05-06 17,51906
2013-05-06 18,54846
2013-05-06 19,56830
2013-05-06 20,59953
2013-05-06 21,60758
2013-05-06 22,63670
2013-05-06 23,61732
2013-05-07 00,59026
2013-05-07 01,60005
2013-05-07 02,61297
2013-05-07 03,64309
2013-05-07 04,63781
2013-05-07 05,59099
2013-05-07 06,53880
2013-05-07 07,43122
2013-05-07 08,33251
2013-05-07 09,25761
2013-05-07 10,20463
2013-05-07 11,18046
2013-05-07 12,18655
2013-05-07 13,23014
2013-05-07 14,30413
2013-05-07 15,39840
2013-05-07 16,48837
2013-05-07 17,54969
2013-05-07 18,56566
2013-05-07 19,60952
2013-05-07 20,57867
2013-05-07 21,64375
2013-05-07 22,66863
2013-05-07 23,63372
2013-05-08 00,59371
2013-05-08 01,58820
2013-05-08 02,60806
2013-05-08 03,63034
2013-05-08 04,63871
2013-05-08 05,59342
2013-05-08 06,52024
2013-05-08 07,43932
2013-05-08 08,33735
2013-05-08 09,26371
2013-05-08 10,22252
2013-05-08 11,19004
2013-05-08 12,19679
2013-05-08 13,24052
2013-05-08 14,31086
2013-05-08 15,40695
2013-05-08 16,49369
2013-05-08 17,57243
2013-05-08 18,59114
2013-05-08 19,59943
2013-05-08 20,63335
2013-05-08 21,66008
2013-05-08 22,66742
2013-05-08 23,65822
2013-05-09 00,61376
2013-05-09 01,60460
2013-05-09 02,60733
2013-05-09 03,64005
2013-05-09 04,62255
2013-05-09 05,55716
2013-05-09 06,50552
2013-05-09 07,40201
2013-05-09 08,31468
2013-05-09 09,25300
2013-05-09 10,20016
2013-05-09 11,17805
2013-05-09 12,18894
2013-05-09 13,23399
2013-05-09 14,31128
2013-05-09 15,41521
2013-05-09 16,50485
2013-05-09 17,56349
2013-05-09 18,57803
2013-05-09 19,58892
2013-05-09 20,59950
2013-05-09 21,61520
2013-05-09 22,63025
2013-05-09 23,59589
2013-05-10 00,56489
2013-05-10 01,55103
2013-05-10 02,55489
2013-05-10 03,56845
2013-05-10 04,57593
2013-05-10 05,54655
2013-05-10 06,48634
2013-05-10 07,40175
2013-05-10 08,31752
2013-05-10 09,25377
2013-05-10 10,21233
2013-05-10 11,18402
2013-05-10 12,19223
2013-05-10 13,23727
2013-05-10 14,31776
2013-05-10 15,42094
2013-05-10 16,50860
2013-05-10 17,57577
2013-05-10 18,58186
2013-05-10 19,60379
2013-05-10 20,60928
2013-05-10 21,58801
2013-05-10 22,57606
2013-05-10 23,54722
2013-05-11 00,51066
2013-05-11 01,48505
2013-05-11 02,47668
2013-05-11 03,46913
2013-05-11 04,49115
2013-05-11 05,46705
2013-05-11 06,42419
2013-05-11 07,37076
2013-05-11 08,30462
2013-05-11 09,24779
2013-05-11 10,20230
2013-05-11 11,16710
2013-05-11 12,16261
2013-05-11 13,18471
2013-05-11 14,22868
2013-05-11 15,30495
2013-05-11 16,35741
2013-05-11 17,40901
2013-05-11 18,44397
2013-05-11 19,44825
2013-05-11 20,46279
2013-05-11 21,43973
2013-05-11 22,45754
2013-05-11 23,46649
2013-05-12 00,45062
2013-05-12 01,45085
2013-05-12 02,43905
2013-05-12 03,44908
2013-05-12 04,44336
2013-05-12 05,43009
2013-05-12 06,40709
2013-05-12 07,36382
2013-05-12 08,31676
2013-05-12 09,25921
2013-05-12 10,21188
2013-05-12 11,17612
2013-05-12 12,16612
2013-05-12 13,17675
2013-05-12 14,22294
2013-05-12 15,28847
2013-05-12 16,37161
2013-05-12 17,43849
2013-05-12 18,48645
2013-05-12 19,50113
2013-05-12 20,49494
2013-05-12 21,50377
2013-05-12 22,51162
2013-05-12 23,52134
2013-05-13 00,52877
2013-05-13 01,51614
2013-05-13 02,51842
2013-05-13 03,54809
2013-05-13 04,59333
2013-05-13 05,54480
2013-05-13 06,48722
2013-05-13 07,41478
2013-05-13 08,33174
2013-05-13 09,25895
2013-05-13 10,20759
2013-05-13 11,18225
2013-05-13 12,18968
2013-05-13 13,23009
2013-05-13 14,29171
2013-05-13 15,39592
2013-05-13 16,47064
2013-05-13 17,53956
2013-05-13 18,57393
2013-05-13 19,60027
2013-05-13 20,61898
2013-05-13 21,62889
2013-05-13 22,63991
2013-05-13 23,62339
2013-05-14 00,58612
2013-05-14 01,57202
2013-05-14 02,59158
2013-05-14 03,60362
2013-05-14 04,62344
2013-05-14 05,56277
2013-05-14 06,50356
2013-05-14 07,40957
2013-05-14 08,33137
2013-05-14 09,25615
2013-05-14 10,20180
2013-05-14 11,17778
2013-05-14 12,19015
2013-05-14 13,23640
2013-05-14 14,31166
2013-05-14 15,40274
2013-05-14 16,49638
2013-05-14 17,58515
2013-05-14 18,60356
2013-05-14 19,61108
2013-05-14 20,61236
2013-05-14 21,63419
2013-05-14 22,63989
2013-05-14 23,61566
2013-05-15 00,58203
2013-05-15 01,57232
2013-05-15 02,57059
2013-05-15 03,58621
2013-05-15 04,59470
2013-05-15 05,56490
2013-05-15 06,48638
2013-05-15 07,40275
2013-05-15 08,33164
2013-05-15 09,25803
2013-05-15 10,20854
2013-05-15 11,18396
2013-05-15 12,19669
2013-05-15 13,23805
2013-05-15 14,31536
2013-05-15 15,41436
2013-05-15 16,49468
2013-05-15 17,54677
2013-05-15 18,56995
2013-05-15 19,63169
2013-05-15 20,63663
2013-05-15 21,65170
2013-05-15 22,67324
2013-05-15 23,63728
2013-05-16 00,58491
2013-05-16 01,55748
2013-05-16 02,55092
2013-05-16 03,57737
2013-05-16 04,57164
2013-05-16 05,55029
2013-05-16 06,49061
2013-05-16 07,42106
2013-05-16 08,34458
2013-05-16 09,28026
2013-05-16 10,22691
2013-05-16 11,19767
2013-05-16 12,20830
2013-05-16 13,24996
2013-05-16 14,33039
2013-05-16 15,41953
2013-05-16 16,50194
2013-05-16 17,56675
2013-05-16 18,59681
2013-05-16 19,63750
2013-05-16 20,62983
2013-05-16 21,64256
2013-05-16 22,66123
2013-05-16 23,62023
2013-05-17 00,57646
2013-05-17 01,54926
2013-05-17 02,53074
2013-05-17 03,55722
2013-05-17 04,57225
2013-05-17 05,54777
2013-05-17 06,49321
2013-05-17 07,43950
2013-05-17 08,34215
2013-05-17 09,26805
2013-05-17 10,21734
2013-05-17 11,18872
2013-05-17 12,20248
2013-05-17 13,24196
2013-05-17 14,30982
2013-05-17 15,41306
2013-05-17 16,52197
2013-05-17 17,58274
2013-05-17 18,59855
2013-05-17 19,60344
2013-05-17 20,59745
2013-05-17 21,58832
2013-05-17 22,58200
2013-05-17 23,55652
2013-05-18 00,52249
2013-05-18 01,47615
2013-05-18 02,44726
2013-05-18 03,43438
2013-05-18 04,43756
2013-05-18 05,42615
2013-05-18 06,39854
2013-05-18 07,34462
2013-05-18 08,28757
2013-05-18 09,23585
2013-05-18 10,19777
2013-05-18 11,16515
2013-05-18 12,16115
2013-05-18 13,18117
2013-05-18 14,22376
2013-05-18 15,28352
2013-05-18 16,35993
2013-05-18 17,43443
2013-05-18 18,46004
2013-05-18 19,47153
2013-05-18 20,45916
2013-05-18 21,46425
2013-05-18 22,46512
2013-05-18 23,46778
2013-05-19 00,44284
2013-05-19 01,44016
2013-05-19 02,43636
2013-05-19 03,44546
2013-05-19 04,46251
2013-05-19 05,45714
2013-05-19 06,43990
2013-05-19 07,39353
2013-05-19 08,33273
2013-05-19 09,27523
2013-05-19 10,22963
2013-05-19 11,19339
2013-05-19 12,18538
2013-05-19 13,20336
2013-05-19 14,24605
2013-05-19 15,31189
2013-05-19 16,37365
2013-05-19 17,43995
2013-05-19 18,48853
2013-05-19 19,50097
2013-05-19 20,50896
2013-05-19 21,53806
2013-05-19 22,55107
2013-05-19 23,56240
2013-05-20 00,55271
2013-05-20 01,55483
2013-05-20 02,55451
2013-05-20 03,55518
2013-05-20 04,58844
2013-05-20 05,55322
2013-05-20 06,47794
2013-05-20 07,40239
2013-05-20 08,34132
2013-05-20 09,27033
2013-05-20 10,21768
2013-05-20 11,19310
2013-05-20 12,19735
2013-05-20 13,22593
2013-05-20 14,28325
2013-05-20 15,37022
2013-05-20 16,45800
2013-05-20 17,51947
2013-05-20 18,55871
2013-05-20 19,59251
2013-05-20 20,60018
2013-05-20 21,61277
2013-05-20 22,63879
2013-05-20 23,61237
2013-05-21 00,60274
2013-05-21 01,58779
2013-05-21 02,59726
2013-05-21 03,63029
2013-05-21 04,62324
2013-05-21 05,58187
2013-05-21 06,50031
2013-05-21 07,40355
2013-05-21 08,32165
2013-05-21 09,25957
2013-05-21 10,21164
2013-05-21 11,18446
2013-05-21 12,20065
2013-05-21 13,24642
2013-05-21 14,31203
2013-05-21 15,42049
2013-05-21 16,51406
2013-05-21 17,57736
2013-05-21 18,61732
2013-05-21 19,64734
2013-05-21 20,67570
2013-05-21 21,67370
2013-05-21 22,68293
2013-05-21 23,64763
2013-05-22 00,59972
2013-05-22 01,57829
2013-05-22 02,56992
2013-05-22 03,61101
2013-05-22 04,63506
2013-05-22 05,61013
2013-05-22 06,53617
2013-05-22 07,43908
2013-05-22 08,35077
2013-05-22 09,27805
2013-05-22 10,22925
2013-05-22 11,20158
2013-05-22 12,21781
2013-05-22 13,25864
2013-05-22 14,33445
2013-05-22 15,44330
2013-05-22 16,55559
2013-05-22 17,61800
2013-05-22 18,64402
2013-05-22 19,65716
2013-05-22 20,67218
2013-05-22 21,67835
2013-05-22 22,70041
2013-05-22 23,67384
2013-05-23 00,61386
2013-05-23 01,59591
2013-05-23 02,57875
2013-05-23 03,59758
2013-05-23 04,59734
2013-05-23 05,58540
2013-05-23 06,50878
2013-05-23 07,41710
2013-05-23 08,34039
2013-05-23 09,27482
2013-05-23 10,22197
2013-05-23 11,19516
2013-05-23 12,20545
2013-05-23 13,25239
2013-05-23 14,33025
2013-05-23 15,43983
2013-05-23 16,54933
2013-05-23 17,60858
2013-05-23 18,64351
2013-05-23 19,65034
2013-05-23 20,65805
2013-05-23 21,64231
2013-05-23 22,65018
2013-05-23 23,61340
2013-05-24 00,57728
2013-05-24 01,56524
2013-05-24 02,39964
2013-05-24 03,52649
2013-05-24 04,49331
2013-05-24 05,54302
2013-05-24 06,49160
2013-05-24 07,42493
2013-05-24 08,33913
2013-05-24 09,28173
2013-05-24 10,23727
2013-05-24 11,21083
2013-05-24 12,20466
2013-05-24 13,24748
2013-05-24 14,33009
2013-05-24 15,42636
2013-05-24 16,51380
2013-05-24 17,60146
2013-05-24 18,63302
2013-05-24 19,66180
2013-05-24 20,62513
2013-05-24 21,61156
2013-05-24 22,59588
2013-05-24 23,57038
2013-05-25 00,51970
2013-05-25 01,49151
2013-05-25 02,48225
2013-05-25 03,47918
2013-05-25 04,48034
2013-05-25 05,46581
2013-05-25 06,42114
2013-05-25 07,36437
2013-05-25 08,31266
2013-05-25 09,26936
2013-05-25 10,21115
2013-05-25 11,21160
2013-05-25 12,17364
2013-05-25 13,18144
2013-05-25 14,22011
2013-05-25 15,28528
2013-05-25 16,34977
2013-05-25 17,41789
2013-05-25 18,43552
2013-05-25 19,45137
2013-05-25 20,45206
2013-05-25 21,44891
2013-05-25 22,47154
2013-05-25 23,45712
2013-05-26 00,44631
2013-05-26 01,44754
2013-05-26 02,45879
2013-05-26 03,46670
2013-05-26 04,44940
2013-05-26 05,44521
2013-05-26 06,44485
2013-05-26 07,40274
2013-05-26 08,34415
2013-05-26 09,28994
2013-05-26 10,20276
2013-05-26 11,20312
2013-05-26 12,19095
2013-05-26 13,19627
2013-05-26 14,23410
2013-05-26 15,29186
2013-05-26 16,35828
2013-05-26 17,41069
2013-05-26 18,45169
2013-05-26 19,46270
2013-05-26 20,46204
2013-05-26 21,46071
2013-05-26 22,45838
2013-05-26 23,45283
2013-05-27 00,45896
2013-05-27 01,44971
2013-05-27 02,45698
2013-05-27 03,48270
2013-05-27 04,51500
2013-05-27 05,49941
2013-05-27 06,46214
2013-05-27 07,40084
2013-05-27 08,34318
2013-05-27 09,27700
2013-05-27 10,22064
2013-05-27 11,19487
2013-05-27 12,18535
2013-05-27 13,20436
2013-05-27 14,24284
2013-05-27 15,30125
2013-05-27 16,36935
2013-05-27 17,47096
2013-05-27 18,50325
2013-05-27 19,50988
2013-05-27 20,51342
2013-05-27 21,51003
2013-05-27 22,51728
2013-05-27 23,51500
2013-05-28 00,49381
2013-05-28 01,48496
2013-05-28 02,51848
2013-05-28 03,55076
2013-05-28 04,57016
2013-05-28 05,55111
2013-05-28 06,47906
2013-05-28 07,40249
2013-05-28 08,33453
2013-05-28 09,26773
2013-05-28 10,22232
2013-05-28 11,19241
2013-05-28 12,19524
2013-05-28 13,22966
2013-05-28 14,28971
2013-05-28 15,37976
2013-05-28 16,48067
2013-05-28 17,54743
2013-05-28 18,58522
2013-05-28 19,61599
2013-05-28 20,61791
2013-05-28 21,63987
2013-05-28 22,64401
2013-05-28 23,60940
2013-05-29 00,57776
2013-05-29 01,55304
2013-05-29 02,54519
2013-05-29 03,57595
2013-05-29 04,59774
2013-05-29 05,58551
2013-05-29 06,49766
2013-05-29 07,40118
2013-05-29 08,32586
2013-05-29 09,25527
2013-05-29 10,21604
2013-05-29 11,19315
2013-05-29 12,20358
2013-05-29 13,24427
2013-05-29 14,32863
2013-05-29 15,43260
2013-05-29 16,50619
2013-05-29 17,56020
2013-05-29 18,60587
2013-05-29 19,63335
2013-05-29 20,62533
2013-05-29 21,62402
2013-05-29 22,63860
2013-05-29 23,61250
2013-05-30 00,57040
2013-05-30 01,55135
2013-05-30 02,55381
2013-05-30 03,56363
2013-05-30 04,58815
2013-05-30 05,56558
2013-05-30 06,48835
2013-05-30 07,41321
2013-05-30 08,32710
2013-05-30 09,26600
2013-05-30 10,21497
2013-05-30 11,18927
2013-05-30 12,19533
2013-05-30 13,23738
2013-05-30 14,30883
2013-05-30 15,43919
2013-05-30 16,52502
2013-05-30 17,58119
2013-05-30 18,61117
2013-05-30 19,62842
2013-05-30 20,63713
2013-05-30 21,64760
2013-05-30 22,64384
2013-05-30 23,62121
2013-05-31 00,58235
2013-05-31 01,54461
2013-05-31 02,53598
2013-05-31 03,56345
2013-05-31 04,57802
2013-05-31 05,55740
2013-05-31 06,47508
2013-05-31 07,39800
2013-05-31 08,33155
