time,count
2014-08-02 09,37921
2014-08-02 10,32578
2014-08-02 11,28427
2014-08-02 12,27179
2014-08-02 13,29227
2014-08-02 14,34870
2014-08-02 15,43803
2014-08-02 16,53069
2014-08-02 17,62144
2014-08-02 18,68750
2014-08-02 19,70580
2014-08-02 20,69732
2014-08-02 21,68702
2014-08-02 22,70867
2014-08-02 23,69217
2014-08-03 00,69342
2014-08-03 01,67272
2014-08-03 02,66677
2014-08-03 03,65190
2014-08-03 04,64798
2014-08-03 05,62880
2014-08-03 06,63058
2014-08-03 07,56352
2014-08-03 08,46729
2014-08-03 09,39043
2014-08-03 10,32990
2014-08-03 11,28935
2014-08-03 12,29190
2014-08-03 13,30260
2014-08-03 14,36358
2014-08-03 15,44501
2014-08-03 16,53881
2014-08-03 17,63803
2014-08-03 18,68886
2014-08-03 19,72383
2014-08-03 20,73179
2014-08-03 21,72724
2014-08-03 22,73442
2014-08-03 23,74545
2014-08-04 00,73280
2014-08-04 01,70854
2014-08-04 02,71763
2014-08-04 03,71961
2014-08-04 04,75054
2014-08-04 05,71334
2014-08-04 06,64366
2014-08-04 07,55720
2014-08-04 08,46303
2014-08-04 09,38519
2014-08-04 10,33126
2014-08-04 11,30142
2014-08-04 12,30198
2014-08-04 13,36556
2014-08-04 14,46059
2014-08-04 15,59324
2014-08-04 16,73686
2014-08-04 17,80837
2014-08-04 18,87054
2014-08-04 19,90910
2014-08-04 20,91076
2014-08-04 21,91081
2014-08-04 22,92841
2014-08-04 23,88664
2014-08-05 00,83287
2014-08-05 01,80733
2014-08-05 02,82669
2014-08-05 03,82118
2014-08-05 04,81209
2014-08-05 05,76012
2014-08-05 06,67823
2014-08-05 07,56539
2014-08-05 08,48043
2014-08-05 09,40851
2014-08-05 10,34893
2014-08-05 11,31771
2014-08-05 12,32212
2014-08-05 13,37863
2014-08-05 14,48449
2014-08-05 15,62131
2014-08-05 16,74444
2014-08-05 17,84599
2014-08-05 18,89227
2014-08-05 19,92492
2014-08-05 20,90456
2014-08-05 21,90381
2014-08-05 22,91879
2014-08-05 23,86345
2014-08-06 00,78529
2014-08-06 01,75629
2014-08-06 02,75942
2014-08-06 03,75806
2014-08-06 04,77399
2014-08-06 05,75346
2014-08-06 06,65854
2014-08-06 07,56836
2014-08-06 08,46530
2014-08-06 09,39577
2014-08-06 10,33431
2014-08-06 11,29965
2014-08-06 12,30490
2014-08-06 13,37587
2014-08-06 14,48248
2014-08-06 15,63464
2014-08-06 16,76703
2014-08-06 17,85277
2014-08-06 18,89899
2014-08-06 19,91024
2014-08-06 20,91717
2014-08-06 21,92095
2014-08-06 22,93450
2014-08-06 23,89590
2014-08-07 00,85776
2014-08-07 01,81965
2014-08-07 02,79439
2014-08-07 03,77969
2014-08-07 04,77264
2014-08-07 05,76078
2014-08-07 06,69659
2014-08-07 07,58267
2014-08-07 08,48356
2014-08-07 09,40187
2014-08-07 10,35076
2014-08-07 11,32365
2014-08-07 12,32459
2014-08-07 13,38249
2014-08-07 14,50054
2014-08-07 15,65026
2014-08-07 16,77950
2014-08-07 17,86478
2014-08-07 18,93217
2014-08-07 19,97113
2014-08-07 20,96147
2014-08-07 21,95244
2014-08-07 22,97702
2014-08-07 23,90538
2014-08-08 00,83526
2014-08-08 01,80851
2014-08-08 02,79406
2014-08-08 03,79661
2014-08-08 04,79062
2014-08-08 05,75103
2014-08-08 06,66572
2014-08-08 07,57072
2014-08-08 08,47905
2014-08-08 09,39501
2014-08-08 10,34334
2014-08-08 11,31424
2014-08-08 12,32527
2014-08-08 13,38546
2014-08-08 14,49447
2014-08-08 15,65234
2014-08-08 16,77431
2014-08-08 17,87129
2014-08-08 18,91172
2014-08-08 19,90911
2014-08-08 20,91849
2014-08-08 21,90260
2014-08-08 22,86633
2014-08-08 23,82216
2014-08-09 00,75052
2014-08-09 01,73749
2014-08-09 02,73186
2014-08-09 03,68402
2014-08-09 04,65630
2014-08-09 05,63601
2014-08-09 06,59517
2014-08-09 07,51251
2014-08-09 08,43668
2014-08-09 09,37054
2014-08-09 10,31229
2014-08-09 11,27859
2014-08-09 12,26690
2014-08-09 13,28465
2014-08-09 14,34780
2014-08-09 15,42638
2014-08-09 16,52649
2014-08-09 17,60659
2014-08-09 18,65205
2014-08-09 19,67969
2014-08-09 20,67602
2014-08-09 21,66340
2014-08-09 22,66204
2014-08-09 23,65742
2014-08-10 00,66098
2014-08-10 01,65199
2014-08-10 02,67697
2014-08-10 03,67248
2014-08-10 04,65195
2014-08-10 05,64522
2014-08-10 06,62452
2014-08-10 07,57052
2014-08-10 08,50502
2014-08-10 09,41778
2014-08-10 10,33968
2014-08-10 11,29503
2014-08-10 12,27160
2014-08-10 13,29263
2014-08-10 14,35241
2014-08-10 15,43354
2014-08-10 16,55487
2014-08-10 17,64116
2014-08-10 18,72257
2014-08-10 19,74518
2014-08-10 20,75821
2014-08-10 21,77171
2014-08-10 22,77885
2014-08-10 23,77882
2014-08-11 00,72736
2014-08-11 01,70610
2014-08-11 02,70117
2014-08-11 03,72573
2014-08-11 04,72934
2014-08-11 05,71054
2014-08-11 06,64307
2014-08-11 07,55194
2014-08-11 08,45892
2014-08-11 09,41109
2014-08-11 10,34700
2014-08-11 11,30652
2014-08-11 12,31456
2014-08-11 13,35780
2014-08-11 14,44389
2014-08-11 15,58224
2014-08-11 16,71274
2014-08-11 17,80699
2014-08-11 18,86139
2014-08-11 19,88832
2014-08-11 20,91314
2014-08-11 21,92189
2014-08-11 22,91011
2014-08-11 23,87892
2014-08-12 00,82780
2014-08-12 01,86841
2014-08-12 02,84582
2014-08-12 03,80570
2014-08-12 04,79795
2014-08-12 05,73453
2014-08-12 06,65335
2014-08-12 07,54414
2014-08-12 08,45026
2014-08-12 09,37797
2014-08-12 10,32815
2014-08-12 11,30272
2014-08-12 12,30230
2014-08-12 13,36806
2014-08-12 14,46750
2014-08-12 15,62788
2014-08-12 16,75448
2014-08-12 17,84186
2014-08-12 18,89929
2014-08-12 19,93059
2014-08-12 20,96207
2014-08-12 21,93650
2014-08-12 22,94834
2014-08-12 23,88074
2014-08-13 00,83642
2014-08-13 01,80905
2014-08-13 02,78327
2014-08-13 03,76979
2014-08-13 04,78207
2014-08-13 05,74315
2014-08-13 06,66728
2014-08-13 07,57585
2014-08-13 08,48841
2014-08-13 09,40572
2014-08-13 10,34849
2014-08-13 11,31239
2014-08-13 12,32626
2014-08-13 13,37235
2014-08-13 14,49338
2014-08-13 15,62821
2014-08-13 16,74355
2014-08-13 17,83695
2014-08-13 18,88738
2014-08-13 19,92484
2014-08-13 20,92527
2014-08-13 21,93176
2014-08-13 22,92624
2014-08-13 23,88397
2014-08-14 00,82554
2014-08-14 01,78248
2014-08-14 02,74867
2014-08-14 03,74385
2014-08-14 04,73975
2014-08-14 05,71029
2014-08-14 06,65801
2014-08-14 07,58505
2014-08-14 08,49070
2014-08-14 09,40172
2014-08-14 10,34238
2014-08-14 11,31317
2014-08-14 12,31500
2014-08-14 13,38397
2014-08-14 14,49585
2014-08-14 15,64609
2014-08-14 16,77121
2014-08-14 17,86776
2014-08-14 18,91867
2014-08-14 19,95270
2014-08-14 20,95550
2014-08-14 21,94672
2014-08-14 22,92556
2014-08-14 23,85530
2014-08-15 00,80264
2014-08-15 01,75443
2014-08-15 02,74306
2014-08-15 03,75085
2014-08-15 04,73237
2014-08-15 05,70566
2014-08-15 06,63318
2014-08-15 07,53968
2014-08-15 08,44652
2014-08-15 09,37346
2014-08-15 10,32840
2014-08-15 11,28972
2014-08-15 12,30944
2014-08-15 13,34899
2014-08-15 14,45626
2014-08-15 15,60115
2014-08-15 16,74028
2014-08-15 17,85331
2014-08-15 18,89198
2014-08-15 19,93595
2014-08-15 20,94688
2014-08-15 21,92131
2014-08-15 22,88455
2014-08-15 23,80501
2014-08-16 00,75412
2014-08-16 01,71691
2014-08-16 02,69159
2014-08-16 03,66500
2014-08-16 04,68362
2014-08-16 05,64684
2014-08-16 06,59981
2014-08-16 07,53413
2014-08-16 08,44235
2014-08-16 09,36044
2014-08-16 10,30712
2014-08-16 11,26827
2014-08-16 12,26833
2014-08-16 13,29743
2014-08-16 14,36748
2014-08-16 15,46062
2014-08-16 16,53293
2014-08-16 17,61614
2014-08-16 18,66617
2014-08-16 19,69223
2014-08-16 20,69447
2014-08-16 21,57583
2014-08-16 22,66900
2014-08-16 23,65800
2014-08-17 00,64226
2014-08-17 01,64461
2014-08-17 02,66348
2014-08-17 03,66408
2014-08-17 04,63916
2014-08-17 05,62768
2014-08-17 06,60448
2014-08-17 07,53254
2014-08-17 08,46405
2014-08-17 09,37769
2014-08-17 10,31182
2014-08-17 11,27661
2014-08-17 12,26406
2014-08-17 13,30573
2014-08-17 14,37114
2014-08-17 15,48131
2014-08-17 16,61044
2014-08-17 17,70048
2014-08-17 18,73775
2014-08-17 19,77115
2014-08-17 20,75273
2014-08-17 21,73644
2014-08-17 22,75586
2014-08-17 23,76062
2014-08-18 00,73766
2014-08-18 01,71940
2014-08-18 02,75270
2014-08-18 03,76116
2014-08-18 04,77827
2014-08-18 05,72326
2014-08-18 06,64587
2014-08-18 07,55258
2014-08-18 08,46333
2014-08-18 09,38035
2014-08-18 10,32495
2014-08-18 11,30229
2014-08-18 12,30552
2014-08-18 13,36837
2014-08-18 14,47061
2014-08-18 15,60196
2014-08-18 16,70981
2014-08-18 17,80006
2014-08-18 18,86800
2014-08-18 19,89304
2014-08-18 20,90129
2014-08-18 21,90598
2014-08-18 22,91005
2014-08-18 23,86492
2014-08-19 00,79223
2014-08-19 01,77010
2014-08-19 02,80705
2014-08-19 03,80516
2014-08-19 04,81035
2014-08-19 05,75343
2014-08-19 06,66184
2014-08-19 07,58001
2014-08-19 08,47651
2014-08-19 09,38897
2014-08-19 10,33148
2014-08-19 11,29739
2014-08-19 12,31176
2014-08-19 13,38054
2014-08-19 14,49388
2014-08-19 15,63507
2014-08-19 16,77422
2014-08-19 17,90435
2014-08-19 18,95572
2014-08-19 19,96368
2014-08-19 20,95709
2014-08-19 21,93207
2014-08-19 22,92122
2014-08-19 23,85627
2014-08-20 00,81227
2014-08-20 01,79642
2014-08-20 02,77887
2014-08-20 03,77467
2014-08-20 04,78970
2014-08-20 05,75297
2014-08-20 06,64714
2014-08-20 07,54362
2014-08-20 08,45207
2014-08-20 09,37631
2014-08-20 10,32668
2014-08-20 11,29469
2014-08-20 12,31036
2014-08-20 13,36960
2014-08-20 14,49624
2014-08-20 15,63513
2014-08-20 16,75758
2014-08-20 17,84008
2014-08-20 18,89271
2014-08-20 19,91128
2014-08-20 20,90833
2014-08-20 21,90904
2014-08-20 22,91220
2014-08-20 23,85594
2014-08-21 00,80433
2014-08-21 01,75955
2014-08-21 02,76709
2014-08-21 03,77060
2014-08-21 04,75257
2014-08-21 05,69287
2014-08-21 06,63462
2014-08-21 07,55757
2014-08-21 08,46627
2014-08-21 09,37641
2014-08-21 10,32270
2014-08-21 11,30230
2014-08-21 12,31888
2014-08-21 13,38879
2014-08-21 14,48789
2014-08-21 15,64311
2014-08-21 16,77007
2014-08-21 17,84351
2014-08-21 18,86407
2014-08-21 19,89334
2014-08-21 20,88632
2014-08-21 21,88582
2014-08-21 22,90054
2014-08-21 23,84932
2014-08-22 00,80413
2014-08-22 01,77031
2014-08-22 02,73704
2014-08-22 03,73180
2014-08-22 04,71249
2014-08-22 05,68565
2014-08-22 06,61536
2014-08-22 07,54382
2014-08-22 08,44073
2014-08-22 09,38376
2014-08-22 10,34468
2014-08-22 11,30760
2014-08-22 12,31051
2014-08-22 13,37105
2014-08-22 14,48516
2014-08-22 15,62415
2014-08-22 16,75323
2014-08-22 17,83827
2014-08-22 18,85845
2014-08-22 19,86228
2014-08-22 20,87561
2014-08-22 21,85894
2014-08-22 22,84949
2014-08-22 23,79838
2014-08-23 00,74720
2014-08-23 01,70324
2014-08-23 02,68964
2014-08-23 03,67126
2014-08-23 04,66585
2014-08-23 05,62991
2014-08-23 06,57439
2014-08-23 07,48924
2014-08-23 08,40363
2014-08-23 09,33825
2014-08-23 10,29125
2014-08-23 11,25814
2014-08-23 12,25489
2014-08-23 13,28221
2014-08-23 14,34698
2014-08-23 15,44225
2014-08-23 16,53912
2014-08-23 17,61108
2014-08-23 18,65333
2014-08-23 19,68559
2014-08-23 20,69656
2014-08-23 21,66402
2014-08-23 22,68747
2014-08-23 23,65358
2014-08-24 00,65870
2014-08-24 01,65472
2014-08-24 02,66510
2014-08-24 03,66285
2014-08-24 04,66235
2014-08-24 05,63718
2014-08-24 06,59395
2014-08-24 07,51614
2014-08-24 08,43640
2014-08-24 09,35958
2014-08-24 10,29595
2014-08-24 11,27083
2014-08-24 12,26962
2014-08-24 13,29540
2014-08-24 14,35949
2014-08-24 15,45969
2014-08-24 16,55805
2014-08-24 17,63689
2014-08-24 18,70009
2014-08-24 19,71165
2014-08-24 20,71861
2014-08-24 21,72613
2014-08-24 22,75403
2014-08-24 23,75410
2014-08-25 00,76892
2014-08-25 01,71507
2014-08-25 02,71444
2014-08-25 03,74573
2014-08-25 04,73226
2014-08-25 05,69553
2014-08-25 06,61904
2014-08-25 07,50900
2014-08-25 08,41777
2014-08-25 09,33673
2014-08-25 10,29284
2014-08-25 11,27718
2014-08-25 12,29470
2014-08-25 13,35087
2014-08-25 14,45044
2014-08-25 15,58457
2014-08-25 16,70031
2014-08-25 17,77050
2014-08-25 18,81778
2014-08-25 19,83298
2014-08-25 20,85756
2014-08-25 21,87474
2014-08-25 22,92435
2014-08-25 23,86251
2014-08-26 00,79804
2014-08-26 01,77779
2014-08-26 02,78355
2014-08-26 03,78888
2014-08-26 04,77401
2014-08-26 05,72867
2014-08-26 06,62959
2014-08-26 07,51548
2014-08-26 08,42163
2014-08-26 09,34057
2014-08-26 10,29758
2014-08-26 11,27317
2014-08-26 12,29316
2014-08-26 13,36672
2014-08-26 14,48018
2014-08-26 15,64127
2014-08-26 16,75459
2014-08-26 17,82627
2014-08-26 18,86108
2014-08-26 19,86599
2014-08-26 20,89993
2014-08-26 21,91980
2014-08-26 22,92898
2014-08-26 23,85385
2014-08-27 00,80479
2014-08-27 01,77143
2014-08-27 02,76015
2014-08-27 03,77649
2014-08-27 04,78292
2014-08-27 05,72479
2014-08-27 06,62974
2014-08-27 07,52190
2014-08-27 08,43767
2014-08-27 09,36968
2014-08-27 10,31811
2014-08-27 11,28891
2014-08-27 12,30079
2014-08-27 13,38003
2014-08-27 14,49899
2014-08-27 15,63133
2014-08-27 16,73595
2014-08-27 17,81265
2014-08-27 18,86702
2014-08-27 19,89699
2014-08-27 20,90319
2014-08-27 21,90416
2014-08-27 22,92058
2014-08-27 23,85945
2014-08-28 00,79092
2014-08-28 01,75378
2014-08-28 02,72837
2014-08-28 03,63309
2014-08-28 04,72430
2014-08-28 05,70382
2014-08-28 06,63862
2014-08-28 07,53502
2014-08-28 08,43513
2014-08-28 09,36545
2014-08-28 10,31484
2014-08-28 11,29332
2014-08-28 12,31420
2014-08-28 13,39131
2014-08-28 14,50657
2014-08-28 15,64040
2014-08-28 16,76886
2014-08-28 17,84467
2014-08-28 18,93202
2014-08-28 19,90684
2014-08-28 20,88744
2014-08-28 21,89481
2014-08-28 22,88942
2014-08-28 23,84586
2014-08-29 00,80631
2014-08-29 01,77815
2014-08-29 02,78050
2014-08-29 03,78290
2014-08-29 04,75811
2014-08-29 05,68974
2014-08-29 06,61662
2014-08-29 07,51541
2014-08-29 08,41662
2014-08-29 09,34198
2014-08-29 10,29742
2014-08-29 11,27841
2014-08-29 12,30300
2014-08-29 13,38339
2014-08-29 14,48682
2014-08-29 15,62079
2014-08-29 16,74823
2014-08-29 17,84233
2014-08-29 18,86090
2014-08-29 19,88817
2014-08-29 20,87728
2014-08-29 21,84879
2014-08-29 22,84228
2014-08-29 23,78307
2014-08-30 00,75410
2014-08-30 01,74369
2014-08-30 02,68613
2014-08-30 03,64844
2014-08-30 04,63997
2014-08-30 05,61829
2014-08-30 06,56038
2014-08-30 07,47705
2014-08-30 08,40388
2014-08-30 09,33833
2014-08-30 10,28830
2014-08-30 11,26230
2014-08-30 12,26293
2014-08-30 13,29652
2014-08-30 14,37328
2014-08-30 15,49866
2014-08-30 16,57187
2014-08-30 17,65922
2014-08-30 18,71739
2014-08-30 19,71901
2014-08-30 20,72636
2014-08-30 21,69573
2014-08-30 22,70818
2014-08-30 23,68944
2014-08-31 00,68587
2014-08-31 01,66439
2014-08-31 02,67368
2014-08-31 03,65767
2014-08-31 04,66736
2014-08-31 05,63916
2014-08-31 06,58705
2014-08-31 07,49795
2014-08-31 08,41960
2014-08-31 09,34896
2014-08-31 10,29987
2014-08-31 11,26764
2014-08-31 12,26125
2014-08-31 13,28248
2014-08-31 14,34754
2014-08-31 15,45475
2014-08-31 16,55411
2014-08-31 17,64770
2014-08-31 18,71402
2014-08-31 19,74007
2014-08-31 20,73643
2014-08-31 21,73765
2014-08-31 22,75354
2014-08-31 23,73246
2014-09-01 00,68870
2014-09-01 01,67259
time,count
2014-09-01 02,64292
2014-09-01 03,62642
2014-09-01 04,61709
2014-09-01 05,59311
2014-09-01 06,55330
2014-09-01 07,48709
2014-09-01 08,42802
2014-09-01 09,36544
2014-09-01 10,32547
2014-09-01 11,29783
2014-09-01 12,29010
2014-09-01 13,30476
2014-09-01 14,36664
2014-09-01 15,44718
2014-09-01 16,55570
2014-09-01 17,63427
2014-09-01 18,65948
2014-09-01 19,66314
2014-09-01 20,65253
2014-09-01 21,63292
2014-09-01 22,67310
2014-09-01 23,67537
2014-09-02 00,70443
2014-09-02 01,70155
2014-09-02 02,78394
2014-09-02 03,73091
2014-09-02 04,72424
2014-09-02 05,67714
2014-09-02 06,58236
2014-09-02 07,49290
2014-09-02 08,40197
2014-09-02 09,34451
2014-09-02 10,29718
2014-09-02 11,27985
2014-09-02 12,30007
2014-09-02 13,35525
2014-09-02 14,44889
2014-09-02 15,56170
2014-09-02 16,66496
2014-09-02 17,76152
2014-09-02 18,79058
2014-09-02 19,81731
2014-09-02 20,83564
2014-09-02 21,84652
2014-09-02 22,86038
2014-09-02 23,83393
2014-09-03 00,78689
2014-09-03 01,77982
2014-09-03 02,75314
2014-09-03 03,75440
2014-09-03 04,75420
2014-09-03 05,73733
2014-09-03 06,63763
2014-09-03 07,50218
2014-09-03 08,40625
2014-09-03 09,33106
2014-09-03 10,28875
2014-09-03 11,27046
2014-09-03 12,29463
2014-09-03 13,36917
2014-09-03 14,48232
2014-09-03 15,62748
2014-09-03 16,74735
2014-09-03 17,81201
2014-09-03 18,83502
2014-09-03 19,83299
2014-09-03 20,84451
2014-09-03 21,89431
2014-09-03 22,90189
2014-09-03 23,83990
2014-09-04 00,79000
2014-09-04 01,77177
2014-09-04 02,76230
2014-09-04 03,75435
2014-09-04 04,73595
2014-09-04 05,68573
2014-09-04 06,60992
2014-09-04 07,50373
2014-09-04 08,40359
2014-09-04 09,28841
2014-09-04 10,28492
2014-09-04 11,27300
2014-09-04 12,30412
2014-09-04 13,38093
2014-09-04 14,47528
2014-09-04 15,60329
2014-09-04 16,72716
2014-09-04 17,81141
2014-09-04 18,84492
2014-09-04 19,86357
2014-09-04 20,87968
2014-09-04 21,90249
2014-09-04 22,88936
2014-09-04 23,85131
2014-09-05 00,79631
2014-09-05 01,77586
2014-09-05 02,79140
2014-09-05 03,85522
2014-09-05 04,82855
2014-09-05 05,79110
2014-09-05 06,63498
2014-09-05 07,51464
2014-09-05 08,40876
2014-09-05 09,34173
2014-09-05 10,28543
2014-09-05 11,26527
2014-09-05 12,30960
2014-09-05 13,37607
2014-09-05 14,47206
2014-09-05 15,60209
2014-09-05 16,74185
2014-09-05 17,82756
2014-09-05 18,85464
2014-09-05 19,85821
2014-09-05 20,88224
2014-09-05 21,87411
2014-09-05 22,83004
2014-09-05 23,77662
2014-09-06 00,71824
2014-09-06 01,68757
2014-09-06 02,65378
2014-09-06 03,63252
2014-09-06 04,62454
2014-09-06 05,62658
2014-09-06 06,55838
2014-09-06 07,47584
2014-09-06 08,39195
2014-09-06 09,33295
2014-09-06 10,28882
2014-09-06 11,25742
2014-09-06 12,25422
2014-09-06 13,28288
2014-09-06 14,34450
2014-09-06 15,44387
2014-09-06 16,56091
2014-09-06 17,63963
2014-09-06 18,70096
2014-09-06 19,73243
2014-09-06 20,73903
2014-09-06 21,72850
2014-09-06 22,72349
2014-09-06 23,71458
2014-09-07 00,69983
2014-09-07 01,69038
2014-09-07 02,69712
2014-09-07 03,71157
2014-09-07 04,69201
2014-09-07 05,66318
2014-09-07 06,60076
2014-09-07 07,53065
2014-09-07 08,43520
2014-09-07 09,36129
2014-09-07 10,30616
2014-09-07 11,27340
2014-09-07 12,27077
2014-09-07 13,28708
2014-09-07 14,36024
2014-09-07 15,45132
2014-09-07 16,55035
2014-09-07 17,64827
2014-09-07 18,73528
2014-09-07 19,85284
2014-09-07 20,88738
2014-09-07 21,89262
2014-09-07 22,89432
2014-09-07 23,83590
2014-09-08 00,78080
2014-09-08 01,71599
2014-09-08 02,71817
2014-09-08 03,75168
2014-09-08 04,74501
2014-09-08 05,69766
2014-09-08 06,59222
2014-09-08 07,49658
2014-09-08 08,39899
2014-09-08 09,32709
2014-09-08 10,27931
2014-09-08 11,26270
2014-09-08 12,28822
2014-09-08 13,34398
2014-09-08 14,45193
2014-09-08 15,57255
2014-09-08 16,70127
2014-09-08 17,78616
2014-09-08 18,83867
2014-09-08 19,85462
2014-09-08 20,89679
2014-09-08 21,92225
2014-09-08 22,95259
2014-09-08 23,88894
2014-09-09 00,82910
2014-09-09 01,81705
2014-09-09 02,82333
2014-09-09 03,85213
2014-09-09 04,83519
2014-09-09 05,75758
2014-09-09 06,66017
2014-09-09 07,55328
2014-09-09 08,41201
2014-09-09 09,32699
2014-09-09 10,28720
2014-09-09 11,26701
2014-09-09 12,28860
2014-09-09 13,36789
2014-09-09 14,48142
2014-09-09 15,63215
2014-09-09 16,75605
2014-09-09 17,84589
2014-09-09 18,86422
2014-09-09 19,87647
2014-09-09 20,85943
2014-09-09 21,90479
2014-09-09 22,90707
2014-09-09 23,88578
2014-09-10 00,84392
2014-09-10 01,80357
2014-09-10 02,77569
2014-09-10 03,81332
2014-09-10 04,75735
2014-09-10 05,64510
2014-09-10 06,61493
2014-09-10 07,51235
2014-09-10 08,41692
2014-09-10 09,34818
2014-09-10 10,30009
2014-09-10 11,29105
2014-09-10 12,31712
2014-09-10 13,39293
2014-09-10 14,49420
2014-09-10 15,64714
2014-09-10 16,75833
2014-09-10 17,83513
2014-09-10 18,85803
2014-09-10 19,86984
2014-09-10 20,88144
2014-09-10 21,89252
2014-09-10 22,90362
2014-09-10 23,87764
2014-09-11 00,80660
2014-09-11 01,77068
2014-09-11 02,76203
2014-09-11 03,76808
2014-09-11 04,77268
2014-09-11 05,71635
2014-09-11 06,63517
2014-09-11 07,52241
2014-09-11 08,42662
2014-09-11 09,35180
2014-09-11 10,29501
2014-09-11 11,27852
2014-09-11 12,30345
2014-09-11 13,36834
2014-09-11 14,48831
2014-09-11 15,63025
2014-09-11 16,74559
2014-09-11 17,84355
2014-09-11 18,85954
2014-09-11 19,87678
2014-09-11 20,88958
2014-09-11 21,91211
2014-09-11 22,91782
2014-09-11 23,84487
2014-09-12 00,80354
2014-09-12 01,77567
2014-09-12 02,80882
2014-09-12 03,80736
2014-09-12 04,79059
2014-09-12 05,70532
2014-09-12 06,59110
2014-09-12 07,48603
2014-09-12 08,41313
2014-09-12 09,38845
2014-09-12 10,31611
2014-09-12 11,27755
2014-09-12 12,29901
2014-09-12 13,36145
2014-09-12 14,47510
2014-09-12 15,63420
2014-09-12 16,75455
2014-09-12 17,81252
2014-09-12 18,85427
2014-09-12 19,87813
2014-09-12 20,88124
2014-09-12 21,89594
2014-09-12 22,87508
2014-09-12 23,81881
2014-09-13 00,77594
2014-09-13 01,73746
2014-09-13 02,68188
2014-09-13 03,64129
2014-09-13 04,63292
2014-09-13 05,59435
2014-09-13 06,54738
2014-09-13 07,46567
2014-09-13 08,39460
2014-09-13 09,32862
2014-09-13 10,28714
2014-09-13 11,26321
2014-09-13 12,25119
2014-09-13 13,28626
2014-09-13 14,36603
2014-09-13 15,46544
2014-09-13 16,56466
2014-09-13 17,66067
2014-09-13 18,73098
2014-09-13 19,74698
2014-09-13 20,73252
2014-09-13 21,72025
2014-09-13 22,70771
2014-09-13 23,69213
2014-09-14 00,68461
2014-09-14 01,66976
2014-09-14 02,69112
2014-09-14 03,69108
2014-09-14 04,68188
2014-09-14 05,67001
2014-09-14 06,59334
2014-09-14 07,49503
2014-09-14 08,42489
2014-09-14 09,35884
2014-09-14 10,30437
2014-09-14 11,28011
2014-09-14 12,26141
2014-09-14 13,29025
2014-09-14 14,35559
2014-09-14 15,46970
2014-09-14 16,58337
2014-09-14 17,71559
2014-09-14 18,80314
2014-09-14 19,89051
2014-09-14 20,87662
2014-09-14 21,87551
2014-09-14 22,90003
2014-09-14 23,86854
2014-09-15 00,83070
2014-09-15 01,80999
2014-09-15 02,73634
2014-09-15 03,77317
2014-09-15 04,75132
2014-09-15 05,74762
2014-09-15 06,61995
2014-09-15 07,49841
2014-09-15 08,40540
2014-09-15 09,33215
2014-09-15 10,28456
2014-09-15 11,26117
2014-09-15 12,28982
2014-09-15 13,34976
2014-09-15 14,45313
2014-09-15 15,60238
2014-09-15 16,72502
2014-09-15 17,80808
2014-09-15 18,86105
2014-09-15 19,88969
2014-09-15 20,91415
2014-09-15 21,94160
2014-09-15 22,93337
2014-09-15 23,88358
2014-09-16 00,83488
2014-09-16 01,80157
2014-09-16 02,82932
2014-09-16 03,83715
2014-09-16 04,83753
2014-09-16 05,79000
2014-09-16 06,64545
2014-09-16 07,51868
2014-09-16 08,42026
2014-09-16 09,34510
2014-09-16 10,28885
2014-09-16 11,27717
2014-09-16 12,31075
2014-09-16 13,37166
2014-09-16 14,48495
2014-09-16 15,64143
2014-09-16 16,76519
2014-09-16 17,86107
2014-09-16 18,89333
2014-09-16 19,91740
2014-09-16 20,92764
2014-09-16 21,96114
2014-09-16 22,96918
2014-09-16 23,87904
2014-09-17 00,80689
2014-09-17 01,78645
2014-09-17 02,78322
2014-09-17 03,79560
2014-09-17 04,80503
2014-09-17 05,73925
2014-09-17 06,62105
2014-09-17 07,50920
2014-09-17 08,43363
2014-09-17 09,35269
2014-09-17 10,30212
2014-09-17 11,28326
2014-09-17 12,30292
2014-09-17 13,38228
2014-09-17 14,50524
2014-09-17 15,64871
2014-09-17 16,78506
2014-09-17 17,88215
2014-09-17 18,89342
2014-09-17 19,91114
2014-09-17 20,90207
2014-09-17 21,94207
2014-09-17 22,95007
2014-09-17 23,89629
2014-09-18 00,82270
2014-09-18 01,77962
2014-09-18 02,77130
2014-09-18 03,76931
2014-09-18 04,75469
2014-09-18 05,68950
2014-09-18 06,60765
2014-09-18 07,50717
2014-09-18 08,41661
2014-09-18 09,34117
2014-09-18 10,29756
2014-09-18 11,27595
2014-09-18 12,30446
2014-09-18 13,34593
2014-09-18 14,37644
2014-09-18 15,60342
2014-09-18 16,76790
2014-09-18 17,85557
2014-09-18 18,89488
2014-09-18 19,90922
2014-09-18 20,90470
2014-09-18 21,91347
2014-09-18 22,90786
2014-09-18 23,84145
2014-09-19 00,78470
2014-09-19 01,75597
2014-09-19 02,77818
2014-09-19 03,83698
2014-09-19 04,78633
2014-09-19 05,67108
2014-09-19 06,59267
2014-09-19 07,51711
2014-09-19 08,42277
2014-09-19 09,34769
2014-09-19 10,30594
2014-09-19 11,28295
2014-09-19 12,30899
2014-09-19 13,38019
2014-09-19 14,49014
2014-09-19 15,64109
2014-09-19 16,77482
2014-09-19 17,82659
2014-09-19 18,84666
2014-09-19 19,84861
2014-09-19 20,86665
2014-09-19 21,85424
2014-09-19 22,82847
