timestamp,data,prediction-5step
int,float,float
,,

,,
226,369.0,455.3464225524647
227,343.0,499.0424957867252
228,393.0,513.0000000000000
229,348.0,490.0000000000000
230,335.0,372.0000000000000
231,274.0,466.5319032383927
232,199.0,437.2723322668749
233,220.0,408.9906325868124
234,178.0,348.0000000000000
235,180.0,387.3354099675380
236,148.0,371.6347869772766
237,158.0,342.3443508840936
238,201.0,220.0000000000000
239,309.0,275.5387319332058
240,477.0,180.0000000000000
241,524.0,148.0000000000000
242,595.0,158.0000000000000
243,569.0,189.4130495371627
244,580.0,192.8891346760139
245,623.0,227.7223942732097
246,588.0,524.0000000000000
247,627.0,368.9539731938727
248,525.0,436.7677812357109
249,372.0,580.0000000000000
250,374.0,623.0000000000000
251,346.0,542.1543489638487
252,357.0,555.9080442746941
253,308.0,577.2356309922859
254,284.0,561.5649416946001
255,298.0,374.0000000000000
256,267.0,465.4868214303539
257,231.0,357.0000000000000
258,165.0,308.0000000000000
259,157.0,377.8939797506113
260,173.0,298.0000000000000
261,161.0,334.2080500777995
262,217.0,231.0000000000000
263,255.0,289.1319445381217
264,383.0,251.8923611766852
265,451.0,223.4246528236796
266,497.0,161.0000000000000
267,507.0,194.1080798836030
268,577.0,200.9756559185221
269,523.0,217.1829591429654
270,586.0,266.9280714000758
271,547.0,497.0000000000000
272,457.0,507.0000000000000
273,335.0,414.3233284902260
274,383.0,463.1263299431582
275,269.0,586.0000000000000
276,271.0,547.0000000000000
277,249.0,522.8933311705033
278,238.0,335.0000000000000
279,199.0,452.6877322735465
280,134.0,269.0000000000000
281,163.0,271.0000000000000
282,173.0,349.3628921698264
283,108.0,238.0000000000000
284,98.0,199.0000000000000
285,88.0,134.0000000000000
286,89.0,226.4801304099753
287,121.0,207.4360912869827
288,180.0,197.1052639008879
289,190.0,98.0000000000000
290,180.0,148.6615793114350
291,276.0,130.4631055180045
292,285.0,121.0000000000000
293,339.0,118.9169217038222
294,319.0,137.2418451926756
295,336.0,153.0692916348729
296,259.0,161.1485041444110
297,291.0,285.0000000000000
298,345.0,222.4227670307613
299,282.0,257.3959369215330
300,243.0,336.0000000000000
301,248.0,259.0000000000000
302,244.0,291.0000000000000
303,237.0,285.7078644548600
304,242.0,282.0000000000000
305,227.0,243.0000000000000
306,220.0,280.8327975080169
307,158.0,270.9829582556118
308,124.0,237.0000000000000
309,126.0,242.0000000000000
310,132.0,251.1851546816748
311,127.0,220.0000000000000
312,130.0,236.7507257940207
313,148.0,124.0000000000000
314,199.0,186.3878556390701
315,299.0,168.2714989473491
316,266.0,157.3900492631443
317,236.0,130.0000000000000
318,327.0,142.7911241389407
319,344.0,199.0000000000000
320,293.0,160.7476508280809
321,256.0,266.0000000000000
322,282.0,221.3563489057597
323,292.0,225.7494442340317
324,329.0,256.1246109638222
325,317.0,282.4872276746755
326,273.0,285.6410593722728
327,290.0,276.7487415605910
328,327.0,292.0000000000000
329,246.0,329.0000000000000
330,189.0,296.3988183552826
331,150.0,302.5791728486978
332,150.0,290.0000000000000
333,121.0,292.5937946958619
334,172.0,246.0000000000000
335,245.0,189.0000000000000
336,320.0,256.7886715806806
337,432.0,224.7520701064764
338,490.0,202.3264490745335
339,478.0,177.9285143521734
340,555.0,176.1499600465214
341,468.0,196.8049720325650
342,470.0,233.7634804227955
343,500.0,293.2344362959568
344,432.0,478.0000000000000
345,394.0,555.0000000000000
346,366.0,439.4894116495132
347,323.0,470.0000000000000
348,332.0,500.0000000000000
349,333.0,432.0000000000000
350,321.0,457.3686077370480
351,248.0,438.3580254159336
352,208.0,416.6506177911535
353,168.0,388.5554324538074
354,134.0,371.5888027176651
355,119.0,360.0121619023655
356,112.0,348.3085133316558
357,170.0,318.2159593321591
358,124.0,285.1511715325113
359,251.0,250.0058200727579
360,339.0,215.2040740509305
361,429.0,112.0000000000000
362,463.0,164.0399962849559
363,548.0,165.8279973994692
364,585.0,153.2795981796284
365,487.0,182.5957187257399
366,446.0,229.5170031080179
367,547.0,289.3619021756125
368,457.0,341.4533315229287
369,447.0,403.4173320660501
370,398.0,457.8921324462351
371,335.0,466.6244927123645
372,288.0,460.4371448986551
373,335.0,486.4060014290585
374,295.0,477.5842010003410
375,289.0,468.4089407002386
376,252.0,447.2862584901670
377,232.0,413.6003809431169
378,189.0,375.9202666601818
379,180.0,363.6441866621272
380,158.0,343.0509306634890
381,124.0,252.0000000000000
382,137.0,304.3849560251095
383,254.0,282.6694692175766
384,383.0,254.5686284523036
385,459.0,232.1980399166125
386,535.0,209.9386279416288
387,574.0,184.1570395591401
388,575.0,170.0099276913981
389,524.0,195.2069493839787
390,489.0,251.5448645687850
391,508.0,313.7814051981495
392,421.0,380.1469836387047
393,371.0,438.3028885470932
394,399.0,479.3120219829652
395,431.0,492.7184153880756
396,364.0,491.6028907716529
397,369.0,496.5220235401571
398,305.0,473.8654164781099
399,265.0,443.0057915346769
400,226.0,429.8040540742738
401,240.0,430.1628378519916
402,211.0,410.3139864963941
403,180.0,397.9197905474759
404,215.0,370.0438533832331
405,294.0,338.5306973682632
406,264.0,304.7714881577842
407,455.0,285.3400417104490
408,552.0,263.0380291973143
409,685.0,238.1266204381200
410,769.0,231.1886343066840
411,750.0,250.0320440146788
412,660.0,254.2224308102751
413,690.0,314.4557015671926
414,609.0,385.7189910970348
415,592.0,475.5032937679243
416,537.0,563.5523056375471
417,461.0,619.4866139462829
418,369.0,631.6406297623980
419,433.0,649.1484408336786
420,340.0,637.1039085835750
421,316.0,623.5727360085025
422,296.0,597.6009152059518
423,266.0,556.6206406441662
424,210.0,500.3344484509163
425,182.0,480.1341139156414
426,222.0,438.0938797409489
427,168.0,401.4657158186643
428,109.0,369.8260010730650
429,137.0,338.6782007511455
430,180.0,300.0747405258018
431,233.0,264.6523183680613
432,395.0,251.8566228576429
433,510.0,226.6996360003500
434,539.0,191.3897452002450
435,536.0,175.0728216401715
436,606.0,176.5509751481200
437,689.0,193.4856826036840
438,602.0,253.9399778225788
439,492.0,330.7579844758051
440,443.0,393.2305891330636
441,380.0,436.0614123931445
442,392.0,487.0429886752011
443,262.0,547.6300920726408
444,272.0,563.9410644508486
445,252.0,542.3587451155939
446,245.0,512.5511215809157
447,235.0,472.7857851066410
448,185.0,448.5500495746486
449,182.0,392.5850347022540
450,144.0,356.4095242915778
451,126.0,325.0866670041044
452,125.0,301.0606669028731
453,116.0,281.2424668320111
454,111.0,252.3697267824078
455,142.0,231.2588087476854
456,164.0,205.0811661233798
457,206.0,181.3568162863658
458,261.0,164.4497714004561
459,281.0,149.9148399803192
460,340.0,138.2403879862235
461,282.0,139.3682715903564
462,312.0,146.7577901132495
463,329.0,164.5304530792747
464,316.0,193.4713171554922
465,272.0,219.7299220088445
466,251.0,255.8109454061912
467,279.0,263.6676617843338
468,313.0,278.1673632490337
469,273.0,293.4171542743235
470,333.0,300.1920079920264
471,337.0,291.7344055944185
472,298.0,279.0000000000000
473,322.0,279.3598587412650
474,237.0,289.4519011188855
475,186.0,284.5163307832199
476,119.0,299.0614315482539
477,112.0,310.4430020837777
478,106.0,306.7101014586444
479,144.0,311.2970710210510
480,154.0,289.0079497147357
481,209.0,258.1055648003149
482,286.0,216.3738953602204
483,305.0,185.0617267521543
484,325.0,161.3432087265080
485,305.0,156.1402461085556
486,351.0,155.4981722759889
487,306.0,171.5487205931922
488,328.0,205.8841044152346
489,332.0,235.6188730906642
490,335.0,262.4332111634649
491,288.0,275.2032478144254
492,357.0,297.9422734700977
493,359.0,300.3595914290684
494,363.0,308.6517140003479
495,357.0,315.6561998002435
496,261.0,321.4593398601704
497,222.0,311.4215379021193
498,198.0,325.0950765314835
499,194.0,335.2665535720384
500,148.0,343.5865875004268
501,124.0,347.6106112502988
502,132.0,321.6274278752092
503,175.0,291.7391995126464
504,326.0,263.6174396588524
505,403.0,242.7322077611967
506,538.0,214.3125454328377
507,509.0,187.2187818029863
508,528.0,170.6531472620904
509,609.0,171.9572030834633
510,626.0,218.1700421584243
511,609.0,273.6190295108970
512,600.0,352.9333206576279
513,539.0,399.7533244603395
514,418.0,438.2273271222376
515,420.0,489.4591289855663
516,425.0,530.4213902898964
517,495.0,553.9949732029274
518,447.0,539.0000000000000
519,532.0,559.1575368694344
520,463.0,420.0000000000000
521,303.0,487.7671930660228
522,225.0,495.0000000000000
523,212.0,476.7559246023511
524,227.0,467.8291472216457
525,196.0,487.0804030551519
526,209.0,479.8562821386063
527,207.0,426.7993974970244
528,348.0,366.2595782479170
529,415.0,319.9817047735419
530,545.0,292.0871933414793
531,656.0,263.2610353390355
532,583.0,246.9827247373248
533,597.0,234.9879073161274
534,617.0,268.8915351212892
535,649.0,312.7240745849024
536,585.0,382.4068522094317
537,489.0,464.4847965466022
538,405.0,500.0393575826215
539,356.0,529.1275503078350
540,379.0,555.4892852154845
541,342.0,583.5424996508391
542,324.0,583.9797497555874
543,357.0,555.4858248289111
544,328.0,510.3400773802377
545,284.0,464.0380541661664
546,231.0,438.5266379163165
547,231.0,409.5686465414215
548,235.0,383.8980525789950
549,209.0,375.8286368052965
550,190.0,361.4800457637075
551,228.0,338.2360320345952
552,332.0,306.0652224242166
553,525.0,283.5456556969517
554,629.0,268.9819589878662
555,736.0,250.9873712915063
556,679.0,232.6911599040544
557,613.0,231.2838119328380
558,652.0,261.4986683529866
559,718.0,340.5490678470906
560,690.0,427.0843474929634
561,653.0,519.7590432450743
562,534.0,567.5313302715520
563,508.0,581.1719311900863
564,437.0,602.4203518330604
565,477.0,637.0942462831423
566,449.0,652.9659723981996
567,359.0,652.9761806787396
568,319.0,617.2833264751177
569,253.0,584.4983285325824
570,217.0,540.2488299728076
571,192.0,521.2741809809653
572,145.0,499.5919266866757
573,142.0,457.4143486806730
574,168.0,415.8900440764710
575,235.0,367.0230308535297
576,284.0,322.0161215974707
577,494.0,283.0112851182295
578,629.0,241.6078995827606
579,616.0,211.7255297079324
580,710.0,198.6078707955527
581,775.0,209.5255095568869
582,831.0,231.8678566898208
583,706.0,310.5074996828746
584,712.0,406.0552497780122
585,640.0,469.0386748446085
586,553.0,541.3270723912260
587,413.0,611.4289506738583
588,342.0,677.3002654717008
589,338.0,685.9101858301905
590,424.0,693.7371300811333
591,289.0,677.6159910567933
592,291.0,640.2311937397553
593,291.0,572.0618356178287
594,239.0,503.0432849324801
595,165.0,453.5302994527360
596,182.0,444.6712096169152
597,149.0,397.9698467318406
598,114.0,365.8788927122884
599,130.0,343.4152248986019
600,277.0,312.0906574290213
601,340.0,267.9634602003149
602,505.0,242.1744221402204
603,709.0,214.2220954981543
604,708.0,184.1554668487080
605,657.0,167.9088267940956
606,633.0,200.6361787558669
607,709.0,242.4453251291068
608,620.0,321.2117275903747
609,493.0,437.5482093132623
610,408.0,518.6837465192835
611,363.0,560.1786225634985
612,347.0,582.0250357944490
613,320.0,620.1175250561142
614,264.0,620.0822675392799
615,281.0,581.9575872774959
616,218.0,529.7703110942472
617,226.0,479.7392177659730
618,232.0,439.9174524361811
619,187.0,403.9422167053267
620,162.0,361.9595516937287
621,130.0,337.6716861856100
622,112.0,301.7701803299270
623,130.0,279.0391262309489
624,168.0,264.9273883616642
625,211.0,241.5491718531649
626,270.0,217.6844202972154
627,313.0,191.3790942080508
628,339.0,167.5653659456355
629,336.0,156.2957561619449
630,334.0,159.8070293133614
631,299.0,175.1649205193530
632,342.0,203.6154443635471
633,312.0,236.4308110544829
634,297.0,267.2015677381381
635,301.0,287.8410974166966
636,343.0,301.6887681916876
637,279.0,300.8821377341814
638,301.0,313.2174964139269
639,264.0,312.8522474897488
640,251.0,308.0965732428242
641,242.0,305.9676012699769
642,336.0,317.0773208889838
643,221.0,305.6541246222887
644,167.0,304.2578872356021
645,132.0,292.1805210649214
646,139.0,279.8263647454450
647,172.0,268.4784553218115
648,182.0,288.7349187252680
649,247.0,268.4144431076876
650,303.0,237.9901101753813
651,297.0,206.1930771227669
652,433.0,186.0351539859368
653,347.0,181.8246077901557
654,360.0,181.8772254531090
655,330.0,201.4140578171763
656,321.0,231.8898404720234
657,423.0,251.4228883304163
658,395.0,305.8960218312914
659,360.0,318.2272152819040
660,347.0,330.7590506973328
661,378.0,330.5313354881329
662,343.0,327.6719348416930
663,391.0,356.2703543891851
664,341.0,367.8892480724296
665,347.0,365.5224736507006
666,264.0,359.9657315554904
667,220.0,365.3760120888433
668,177.0,358.6632084621903
669,209.0,368.3642459235331
670,201.0,360.1549721464732
671,172.0,356.2084805025312
672,290.0,328.5459363517718
673,401.0,295.9821554462403
674,436.0,260.2875088123682
675,492.0,244.9012561686577
676,478.0,231.7308793180604
677,541.0,213.8116155226423
678,635.0,236.6681308658496
679,587.0,285.9676916060947
680,669.0,330.9773841242663
681,583.0,379.2841688869864
682,530.0,408.8989182208904
683,464.0,448.5292427546233
684,413.0,504.4704699282363
685,366.0,529.2293289497654
686,397.0,571.1605302648358
687,339.0,574.7123711853850
688,394.0,561.2986598297695
689,306.0,532.1090618808386
690,224.0,496.3763433165869
691,180.0,457.2634403216109
692,184.0,439.1844082251275
693,192.0,409.1290857575892
694,155.0,404.5903600303124
695,146.0,224.0000000000000
696,284.0,329.7092764148531
697,398.0,284.7964934903972
698,560.0,254.5575454432780
699,600.0,235.7902818102946
700,633.0,211.5531972672062
701,722.0,191.8872380870444
702,683.0,219.5210666609311
703,600.0,273.0647466626517
704,679.0,359.1453226638562
705,615.0,431.4017258646993
706,436.0,491.8812081052895
707,414.0,560.9168456737026
708,419.0,597.5417919715918
709,342.0,598.2792543801143
710,379.0,622.4954780660800
711,386.0,620.2468346462559
712,329.0,564.9727842523791
713,288.0,519.6809489766654
714,213.0,489.4766642836657
715,185.0,445.2336649985660
716,180.0,425.3635654989962
717,152.0,413.5544958492973
718,160.0,388.1881470945081
719,168.0,358.1317029661556
720,342.0,314.5921920763089
721,446.0,275.7145344534162
722,543.0,247.0001741173913
723,580.0,218.5001218821739
724,559.0,200.9500853175217
725,709.0,191.0650597222652
726,755.0,236.3455418055856
727,628.0,299.2418792639099
728,696.0,372.3693154847369
729,549.0,434.6585208393158
730,505.0,471.9609645875211
731,474.0,543.0726752112647
732,433.0,606.6508726478853
733,461.0,613.0556108535197
734,455.0,637.9389275974638
735,422.0,611.2572493182247
736,305.0,579.3800745227572
737,324.0,547.7660521659300
738,213.0,513.3362365161510
739,233.0,497.6353655613057
740,252.0,484.8447558929140
741,178.0,465.9913291250398
742,192.0,417.6939303875278
743,159.0,389.5857512712694
744,301.0,336.6100258898886
745,425.0,305.5270181229220
746,554.0,289.4689126860453
747,607.0,256.0282388802317
748,642.0,236.8197672161622
749,651.0,213.4738370513135
750,700.0,239.7316859359194
751,628.0,295.3121801551436
752,714.0,372.9185261086005
753,594.0,443.1429682760203
754,567.0,502.8000777932142
755,401.0,547.2600544552499
756,363.0,593.0820381186750
757,397.0,603.5574266830724
758,410.0,636.6901986781506
759,368.0,623.8831390747055
760,324.0,606.8181973522939
761,288.0,545.0727381466056
762,251.0,490.4509167026239
763,221.0,462.4156416918366
764,196.0,446.6909491842856
765,187.0,423.0836644289999
766,154.0,393.3585651002999
767,211.0,361.7509955702099
768,335.0,328.5256968991469
769,427.0,296.2679878294028
770,585.0,266.1875914805819
771,542.0,242.4313140364073
772,493.0,215.9019198254851
773,529.0,214.4313438778396
774,611.0,250.6019407144877
775,602.0,303.5213585001414
776,494.0,387.9649509500990
777,438.0,434.1754656650693
778,349.0,451.8228259655485
779,311.0,474.9759781758839
780,320.0,515.7831847231187
781,277.0,541.6482293061830
782,272.0,527.3537605143281
783,253.0,500.5476323600296
784,224.0,455.0833426520207
785,253.0,411.8583398564145
786,202.0,384.3008378994901
787,233.0,352.1105865296431
788,140.0,328.0774105707501
789,141.0,305.5541873995251
790,136.0,281.0879311796675
791,159.0,272.6615518257672
792,164.0,251.4630862780370
793,236.0,245.9241603946259
794,270.0,214.1469122762381
795,258.0,192.2028385933667
796,330.0,175.3419870153567
797,319.0,170.4393909107497
798,403.0,168.5075736375248
799,377.0,188.7553015462673
800,357.0,213.1287110823871
801,289.0,226.5900977576709
802,313.0,257.6130684303697
803,286.0,276.0291479012587
804,265.0,314.1204035308811
805,350.0,332.9842824716168
806,411.0,340.1889977301317
807,346.0,324.8322984110922
808,285.0,321.2826088877645
809,234.0,310.6978262214352
810,238.0,296.9884783550046
811,213.0,312.8919348485032
812,158.0,342.3243543939522
813,144.0,343.4270480757665
814,135.0,325.8989336530366
815,151.0,298.3292535571256
816,144.0,280.2304774899879
817,178.0,260.0613342429915
818,244.0,229.4429339700941
819,319.0,203.8100537790658
820,372.0,183.1670376453461
821,414.0,173.5169263517423
822,447.0,164.6618484462196
823,463.0,168.6632939123537
824,420.0,191.2643057386476
825,432.0,229.5850140170533
826,405.0,272.3095098119373
827,320.0,314.8166568683561
828,390.0,354.4716598078492
829,432.0,387.0301618654944
830,383.0,396.9211133058461
831,404.0,407.4447793140922
832,313.0,406.7113455198646
833,298.0,380.6979418639052
834,252.0,383.4885593047336
835,243.0,398.0419915133135
836,188.0,393.5293940593194
837,185.0,396.6705758415235
838,148.0,371.5694030890664
839,178.0,349.4985821623465
840,260.0,320.2490075136425
841,389.0,297.0743052595497
842,435.0,264.3520136816848
843,535.0,240.5464095771793
844,487.0,212.7824867040255
845,510.0,202.3477406928178
846,567.0,219.6434184849725
847,493.0,270.4503929394807
848,546.0,319.8152750576365
849,510.0,384.3706925403455
850,438.0,415.1594847782419
851,439.0,443.6116393447693
852,354.0,480.6281475413384
853,326.0,484.3397032789369
854,356.0,502.8377922952558
855,350.0,504.9864546066790
856,283.0,484.8905182246754
857,264.0,471.1233627572727
858,211.0,435.9863539300909
859,229.0,402.9904477510636
860,186.0,388.8933134257446
861,200.0,377.2253193980212
862,169.0,348.9577235786148
863,184.0,323.4704065050303
864,291.0,229.0000000000000
865,456.0,186.0000000000000
866,536.0,245.8573494312254
867,545.0,169.0000000000000
868,566.0,184.0000000000000
869,612.0,204.4190708549102
870,594.0,230.3933495984372
871,597.0,298.0753447189060
872,534.0,369.4527413032341
873,435.0,422.1169189122639
874,403.0,465.2818432385847
875,406.0,509.2972902670092
876,365.0,534.7081031869063
877,339.0,553.3956722308344
878,312.0,547.5769705615841
879,291.0,513.8038793931089
880,254.0,480.5627155751762
881,307.0,458.1939009026233
882,265.0,430.2357306318363
883,204.0,402.8650114422854
884,161.0,375.6055080095997
885,154.0,350.2238556067198
886,143.0,321.3566989247038
887,179.0,317.0496892472927
888,258.0,301.4347824731049
889,354.0,272.2043477311734
890,526.0,238.8430434118214
891,606.0,213.3901303882749
892,502.0,192.2730912717925
893,602.0,188.2911638902547
894,610.0,209.2038147231783
895,470.0,252.6426703062248
896,438.0,334.6498692143573
897,474.0,416.0549084500501
898,374.0,441.8384359150350
899,328.0,489.8869051405245
900,370.0,525.9208335983672
901,377.0,509.1445835188570
902,396.0,487.8012084631998
903,337.0,483.6608459242398
904,322.0,450.7625921469678
905,251.0,413.9338145028775
906,256.0,400.7536701520142
907,192.0,393.6275691064100
908,163.0,394.3392983744870
909,167.0,377.1375088621409
910,148.0,360.5962562034986
911,157.0,327.7173793424490
912,233.0,306.2021655397143
913,234.0,271.9415158777999
914,326.0,239.2590611144599
915,340.0,217.5813427801219
916,320.0,196.7069399460854
917,309.0,184.7948579622597
918,318.0,199.2564005735818
919,333.0,209.6794804015072
920,326.0,244.5756362810550
921,307.0,273.2029453967385
922,319.0,287.2420617777170
923,213.0,293.7694432444019
924,271.0,301.0386102710813
925,292.0,310.6270271897569
926,261.0,315.2389190328298
927,296.0,312.7672433229808
928,354.0,314.6370703260866
929,297.0,284.1459492282606
930,226.0,280.2021644597824
931,220.0,283.7415151218477
932,221.0,276.9190605852934
933,170.0,282.6433424097053
934,191.0,304.0503396867937
935,230.0,301.9352377807556
936,233.0,279.1546664465289
937,354.0,261.4082665125702
938,477.0,249.2857865587991
939,526.0,225.5000505911594
940,506.0,215.1500354138116
941,545.0,219.6050247896681
942,515.0,223.6235173527676
943,438.0,262.7364621469374
944,482.0,327.0155235028561
945,384.0,386.7108664519993
946,392.0,422.4976065163994
947,378.0,459.2483245614795
948,319.0,475.9738271930357
949,330.0,464.5816790351249
950,304.0,469.8071753245874
951,339.0,444.0650227272112
952,344.0,428.4455159090478
953,270.0,413.3118611363334
954,238.0,385.0183027954333
955,190.0,368.5128119568033
956,175.0,349.1589683697623
957,170.0,346.1112778588336
958,210.0,345.4778945011835
959,125.0,322.8345261508284
960,175.0,297.3841683055799
961,217.0,265.1689178139059
962,287.0,238.1182424697341
963,373.0,217.6827697288139
964,343.0,215.3779388101697
965,382.0,188.2645571671188
966,397.0,184.2851900169831
967,398.0,194.0996330118882
968,419.0,221.9697431083217
969,428.0,267.2788201758252
970,400.0,289.9951741230776
971,347.0,317.5966218861543
972,330.0,341.4176353203080
973,303.0,358.3923447242156
974,352.0,376.5746413069509
975,315.0,392.0022489148656
976,327.0,394.4015742404059
977,290.0,380.1811019682841
978,248.0,365.1267713777989
979,265.0,346.4887399644592
980,216.0,348.1421179751214
981,142.0,338.1994825825850
982,140.0,334.8396378078095
983,118.0,321.3877464654666
984,173.0,299.3714225258266
985,160.0,289.0599957680786
986,225.0,267.1419970376550
987,374.0,229.5993979263585
988,436.0,202.7195785484510
989,406.0,177.3037049839157
990,437.0,176.0125934887409
991,472.0,171.2088154421186
992,424.0,187.3461708094831
993,444.0,243.3423195666381
994,519.0,301.1396236966467
